ItemType	Code	Equiv1	Equiv2	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol
d973	d973			id63 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d974	d974			id63 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d975	d975			id63 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d976	d976			id63 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d977	d977			id63 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d978	d978			id63 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d979	d979			id63 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d980	d980			id63 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d981	d981			id63 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d982	d982			id63 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d983	d983			id63 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d984	d984			id63 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d985	d985			id64 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d986	d986			id64 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d987	d987			id64 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d988	d988			id64 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d989	d989			id64 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d990	d990			id64 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d991	d991			id64 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d992	d992			id64 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d993	d993			id64 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d994	d994			id64 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d995	d995			id64 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d996	d996			id64 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d997	d997			id64 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d998	d998			id64 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
d999	d999			id64 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e000	e000			id64 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e001	e001			id64 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e002	e002			id64 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e003	e003			id64 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e004	e004			id64 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e005	e005			id64 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e006	e006			id64 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e007	e007			id64 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e008	e008			id64 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e009	e009			id64 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e010	e010			id64 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e011	e011			id64 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e012	e012			id64 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e013	e013			id64 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e014	e014			id64 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e015	e015			id64 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e016	e016			id64 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e017	e017			id64 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e018	e018			id64 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e019	e019			id64 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e020	e020			id64 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e021	e021			id64 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e022	e022			id64 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e023	e023			id64 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e024	e024			id64 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e025	e025			id64 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e026	e026			id64 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e027	e027			id64 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e028	e028			id64 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e029	e029			id64 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e030	e030			id64 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e031	e031			id64 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e032	e032			id64 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e033	e033			id64 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e034	e034			id64 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e035	e035			id64 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e036	e036			id64 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e037	e037			id64 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e038	e038			id64 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e039	e039			id64 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e040	e040			id64 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e041	e041			id64 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e042	e042			id64 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e043	e043			id64 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e044	e044			id64 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e045	e045			id64 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e046	e046			id64 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e047	e047			id64 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e048	e048			id64 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e049	e049			id65 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e050	e050			id65 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e051	e051			id65 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e052	e052			id65 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e053	e053			id65 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e054	e054			id65 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e055	e055			id65 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e056	e056			id65 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e057	e057			id65 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e058	e058			id65 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e059	e059			id65 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e060	e060			id65 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e061	e061			id65 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e062	e062			id65 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e063	e063			id65 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e064	e064			id65 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e065	e065			id65 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e066	e066			id65 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e067	e067			id65 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e068	e068			id65 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e069	e069			id65 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e070	e070			id65 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e071	e071			id65 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e072	e072			id65 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e073	e073			id65 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e074	e074			id65 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e075	e075			id65 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e076	e076			id65 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e077	e077			id65 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e078	e078			id65 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e079	e079			id65 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e080	e080			id65 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e081	e081			id65 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e082	e082			id65 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e083	e083			id65 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e084	e084			id65 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e085	e085			id65 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e086	e086			id65 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e087	e087			id65 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e088	e088			id65 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e089	e089			id65 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e090	e090			id65 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e091	e091			id65 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e092	e092			id65 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e093	e093			id65 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e094	e094			id65 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e095	e095			id65 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e096	e096			id65 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e097	e097			id65 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e098	e098			id65 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e099	e099			id65 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e100	e100			id65 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e101	e101			id65 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e102	e102			id65 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e103	e103			id65 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e104	e104			id65 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e105	e105			id65 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e106	e106			id65 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e107	e107			id65 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e108	e108			id65 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e109	e109			id65 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e110	e110			id65 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e111	e111			id65 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e112	e112			id65 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e113	e113			id66 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e114	e114			id66 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e115	e115			id66 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e116	e116			id66 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e117	e117			id66 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e118	e118			id66 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e119	e119			id66 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e120	e120			id66 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e121	e121			id66 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e122	e122			id66 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e123	e123			id66 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e124	e124			id66 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e125	e125			id66 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e126	e126			id66 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e127	e127			id66 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e128	e128			id66 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e129	e129			id66 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e130	e130			id66 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e131	e131			id66 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e132	e132			id66 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e133	e133			id66 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e134	e134			id66 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e135	e135			id66 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e136	e136			id66 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e137	e137			id66 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e138	e138			id66 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e139	e139			id66 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e140	e140			id66 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e141	e141			id66 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e142	e142			id66 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e143	e143			id66 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e144	e144			id66 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e145	e145			id66 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e146	e146			id66 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e147	e147			id66 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e148	e148			id66 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e149	e149			id66 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e150	e150			id66 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e151	e151			id66 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e152	e152			id66 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e153	e153			id66 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e154	e154			id66 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e155	e155			id66 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e156	e156			id66 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e157	e157			id66 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e158	e158			id66 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e159	e159			id66 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e160	e160			id66 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e161	e161			id66 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e162	e162			id66 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e163	e163			id66 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e164	e164			id66 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e165	e165			id66 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e166	e166			id66 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e167	e167			id66 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e168	e168			id66 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e169	e169			id66 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e170	e170			id66 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e171	e171			id66 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e172	e172			id66 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e173	e173			id66 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e174	e174			id66 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e175	e175			id66 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e176	e176			id66 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e177	e177			id67 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e178	e178			id67 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e179	e179			id67 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e180	e180			id67 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e181	e181			id67 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e182	e182			id67 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e183	e183			id67 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e184	e184			id67 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e185	e185			id67 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e186	e186			id67 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e187	e187			id67 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e188	e188			id67 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e189	e189			id67 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e190	e190			id67 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e191	e191			id67 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e192	e192			id67 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e193	e193			id67 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e194	e194			id67 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e195	e195			id67 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e196	e196			id67 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e197	e197			id67 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e198	e198			id67 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e199	e199			id67 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e200	e200			id67 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e201	e201			id67 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e202	e202			id67 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e203	e203			id67 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e204	e204			id67 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e205	e205			id67 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e206	e206			id67 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e207	e207			id67 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e208	e208			id67 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e209	e209			id67 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e210	e210			id67 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e211	e211			id67 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e212	e212			id67 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e213	e213			id67 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e214	e214			id67 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e215	e215			id67 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e216	e216			id67 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e217	e217			id67 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e218	e218			id67 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e219	e219			id67 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e220	e220			id67 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e221	e221			id67 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e222	e222			id67 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e223	e223			id67 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e224	e224			id67 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e225	e225			id67 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e226	e226			id67 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e227	e227			id67 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e228	e228			id67 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e229	e229			id67 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e230	e230			id67 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e231	e231			id67 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e232	e232			id67 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e233	e233			id67 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e234	e234			id67 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e235	e235			id67 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e236	e236			id67 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e237	e237			id67 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e238	e238			id67 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e239	e239			id67 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e240	e240			id67 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e241	e241			id68 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e242	e242			id68 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e243	e243			id68 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e244	e244			id68 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e245	e245			id68 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e246	e246			id68 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e247	e247			id68 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e248	e248			id68 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e249	e249			id68 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e250	e250			id68 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e251	e251			id68 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e252	e252			id68 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e253	e253			id68 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e254	e254			id68 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e255	e255			id68 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e256	e256			id68 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e257	e257			id68 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e258	e258			id68 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e259	e259			id68 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e260	e260			id68 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e261	e261			id68 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e262	e262			id68 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e263	e263			id68 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
e264	e264			id68 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
